ID,Name,Age,averagePoints,averagePoints,Price,position,gamesPlayed,Drafted,Ignored,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Luke Beecken,24,10,10,230000,Mid,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Luke Cleary,23,51.8,51.8,543000,Def,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Luke Davies-Uniacke,26,87.7,87.7,920000,Mid,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Luke Jackson,24,94.9,94.9,995000,Ruck,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Luke Kennedy,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Luke Lloyd,20,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Luke McDonald,31,60.7,60.7,636000,Def,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Luke Nankervis,22,45.1,45.1,616000,Mid,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Luke Parker,33,86.7,86.7,909000,Mid,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Luke Pedlar,23,45.6,45.6,435000,Fwd,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Luke Ryan,30,81.9,81.9,859000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Luke Trainor,19,55,55,576000,Def,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Luke Urquhart,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Luker Kentfield,20,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Mabior Chol,29,59.8,59.8,627000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Mac Andrew,22,56.6,56.6,587000,Def,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Malakai Champion,19,20.5,20.5,230000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Malcolm Rosas,24,26.8,26.8,350000,Fwd,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Mani Liddy,24,58.7,58.7,597000,Mid,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Marc Pittonet,29,70.3,70.3,671000,Ruck,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Marcus Bontempelli,30,111.3,111.3,1167000,Mid,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Marcus Windhager,22,82,82,860000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Mark Blicavs,34,70.9,70.9,744000,Ruck,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Mark Keane,25,54.8,54.8,575000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Mark O'Connor,29,64.5,64.5,676000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Mason Cox,34,42.8,42.8,497000,Fwd,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Mason Redman,28,86.1,86.1,900000,Def,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Mason Wood,32,68.7,68.7,721000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Massimo D'Ambrosio,22,70.4,70.4,739000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Matt Duffy,22,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Matt Flynn,28,78.7,78.7,826000,Ruck,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Matt Guelfi,28,45,45,445000,Fwd,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Matt Hill,22,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Matt Roberts,22,82.7,82.7,868000,Def,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Matt Rowell,24,100.4,100.4,1062000,Mid,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Matt Whitlock,19,23.5,23.5,230000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Mattaes Phillipou,21,35.9,35.9,610000,Fwd,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Matthew Carroll,20,49.5,49.5,519000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Matthew Cottrell,25,66.2,66.2,611000,Fwd,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Matthew Jefferson,21,28.7,28.7,274000,Fwd,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Matthew Johnson,22,70.5,70.5,740000,Mid,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Matthew Kennedy,28,96.5,96.5,1013000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Matthew LeRay,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Matthew Owies,28,43.9,43.9,460000,Fwd,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Maurice Rioli,23,41.5,41.5,435000,Fwd,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Max Gawn,34,113.3,113.3,1188000,Ruck,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Max Gruzewski,21,37.9,37.9,361000,Fwd,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Max Hall,23,66.1,66.1,694000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Max Heath,23,43.8,43.8,376000,Fwd,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Max Holmes,23,100.9,100.9,1059000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Max King,25,0,0,378000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Max King,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Max Knobel,21,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Max Kondogiannis,18,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Max Michalanney,21,54.8,54.8,575000,Def,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Max Ramsden,22,53.3,53.3,458000,Fwd,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Michael Frederick,25,58.8,58.8,617000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Michael Sellwood,22,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Miles Bergman,24,78.2,78.2,822000,Def,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Mitch Georgiades,24,69.3,69.3,727000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Mitch Knevitt,23,51.9,51.9,495000,Mid,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Mitch Lewis,27,45.5,45.5,420000,Fwd,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Mitch McGovern,31,62.6,62.6,657000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Mitch Owens,22,60.4,60.4,633000,Fwd,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Mitchell Edwards,20,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Mitchell Hinge,27,67.1,67.1,704000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Mitchell Marsh,19,0,0,266000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Murphy Reid,19,55.4,55.4,581000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Mykelti Lefau,27,11,11,342000,Fwd,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Nasiah Wanganeen-Milera,23,110.8,110.8,1163000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Nate Caddy,20,53.5,53.5,562000,Fwd,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Nathan Broad,32,60.9,60.9,638000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Nathan O'Driscoll,23,64.4,64.4,675000,Mid,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Nathan Wardius,21,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Ned Bowman,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Ned Long,23,77,77,808000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Ned Moyle,24,51.7,51.7,643000,Ruck,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Ned Reeves,27,63,63,482000,Ruck,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Neil Erasmus,22,56.8,56.8,596000,Mid,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Nic Martin,24,97.4,97.4,1022000,Fwd,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Nic Newman,33,0,0,753000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Nicholas Driscoll,18,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Nicholas Madden,21,63.3,63.3,525000,Ruck,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Nick Blakey,25,85,85,892000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Nick Bryan,24,57.8,57.8,614000,Ruck,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Nick Coffield,26,55,55,473000,Def,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Nick Daicos,23,108.1,108.1,1134000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Nick Haynes,33,75.7,75.7,794000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Nick Holman,30,36.7,36.7,385000,Fwd,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Nick Larkey,27,58.6,58.6,615000,Fwd,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Nick Murray,25,37.7,37.7,395000,Def,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Nick Vlastuin,31,77.3,77.3,811000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Nick Watson,21,49.9,49.9,523000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Nik Cox,24,0,0,388000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Noah Anderson,25,98.8,98.8,1044000,Mid,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Noah Answerth,26,57.9,57.9,608000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Noah Balta,26,52.7,52.7,553000,Fwd,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Noah Chamberlain,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Noah Howes,20,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Noah Long,21,34.2,34.2,359000,Fwd,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Noah Mraz,20,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Noah Roberts-Thomson,18,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Oisin Mullin,26,46.6,46.6,489000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Oliver Dempsey,23,72.7,72.7,763000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Oliver Florent,27,60,60,629000,Mid,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Oliver Greeves,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Oliver Hannaford,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Oliver Hayes-Brown,25,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Oliver Henry,23,41,41,430000,Fwd,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Oliver Hollands,22,76.2,76.2,799000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Oliver Wiltshire,23,34.5,34.5,275000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Ollie Lord,24,29.4,29.4,308000,Fwd,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Ollie Murphy,20,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Ollie Wines,31,89.5,89.5,938000,Mid,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
832,Oscar Adams,22,26.4,26.4,260000,Def,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Oscar Allen,26,49.8,49.8,522000,Fwd,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Oscar Berry,24,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Oscar McDonald,29,49.4,49.4,472000,Def,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Oscar Ryan,20,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Oscar Steene,22,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Oskar Baker,27,58,58,590000,Def,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Oskar Taylor,18,0,0,294000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Paddy Dow,26,0,0,465000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Patrick Cripps,30,88.8,88.8,931000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Patrick Dangerfield,35,63.5,63.5,667000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Patrick Lipinski,27,66.9,66.9,702000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Patrick Retschko,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Patrick Said,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Patrick Snell,20,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Patrick Voss,22,54.8,54.8,575000,Fwd,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Paul Curtis,22,71,71,745000,Fwd,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Peter Ladhams,28,50.9,50.9,534000,Fwd,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Peter Wright,29,75.4,75.4,776000,Fwd,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Phoenix Gothard,20,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Reece Torrent,20,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Reef McInnes,23,34.3,34.3,285000,Def,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Reilly O'Brien,30,90.9,90.9,953000,Ruck,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Reuben Ginbey,21,55.1,55.1,578000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Rhett Bazzo,22,46.9,46.9,449000,Def,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Rhyan Mansell,25,58.4,58.4,613000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Rhylee West,25,65.6,65.6,688000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Rhys Stanley,35,64.4,64.4,675000,Ruck,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Rhys Unwin,19,36.5,36.5,238000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Riak Andrew,20,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Ricky Mentha,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Riley Bice,25,56.7,56.7,595000,Def,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Riley Garcia,25,53.5,53.5,620000,Fwd,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Riley Hamilton,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Riley Hardeman,20,48.1,48.1,504000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Riley Onley,18,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Riley Thilthorpe,23,82.9,82.9,870000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
625,River Stevens,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Roan Steele,24,46,46,381000,Mid,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Rob Monahan,21,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Robert Hansen Jr,21,33.2,33.2,348000,Fwd,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Rory Laird,32,92.6,92.6,971000,Def,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Rory Lobb,33,55,55,578000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Rowan Marshall,30,105.8,105.8,1110000,Ruck,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Ryan Angwin,23,68.3,68.3,695000,Mid,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Ryan Byrnes,24,67.1,67.1,703000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Ryan Gardner,28,26,26,230000,Def,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Ryan Lester,33,57.3,57.3,601000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Ryan Maric,21,75.2,75.2,789000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Ryda Luke,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Ryley Sanders,21,66.1,66.1,694000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Saad El-Hawli,24,46.3,46.3,450000,Mid,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Sam Allen,19,0,0,238000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Sam Banks,22,79.5,79.5,831000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Sam Berry,24,62.4,62.4,655000,Mid,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Sam Butler,23,58,58,489000,Fwd,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Sam Clohesy,23,62.1,62.1,652000,Mid,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Sam Collins,31,52.9,52.9,544000,Def,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Sam Darcy,22,82.2,82.2,863000,Fwd,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Sam Davidson,24,66.1,66.1,693000,Mid,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Sam De Koning,24,55.9,55.9,586000,Def,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Sam Draper,27,82,82,731000,Fwd,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Sam Durham,24,78.4,78.4,822000,Mid,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Sam Flanders,24,68.2,68.2,716000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sam Lalor,19,54.1,54.1,567000,Fwd,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Sam Marshall,20,46,46,439000,Mid,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Sam Powell-Pepper,28,64.2,64.2,673000,Fwd,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Sam Sturt,25,0,0,355000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Sam Swadling,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Sam Switkowski,29,55.1,55.1,578000,Fwd,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Sam Taylor,26,61.9,61.9,649000,Def,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Sam Walsh,25,93.1,93.1,977000,Mid,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Sam Wicks,26,56,56,587000,Def,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Samson Ryan,25,42,42,335000,Ruck,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Samuel Cumming,18,0,0,326000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Samuel Grlj,18,0,0,322000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Sandy Brock,23,44.1,44.1,462000,Def,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Scott Pendlebury,38,86.6,86.6,908000,Mid,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Sean Darcy,27,64.3,64.3,674000,Ruck,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Seth Campbell,21,58.4,58.4,613000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Shadeau Brain,22,0,0,275000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Shai Bolton,27,70,70,734000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Shane McAdam,30,0,0,326000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Shannon Neale,23,61.3,61.3,643000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Shaun Mannagh,28,88.1,88.1,924000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Sid Draper,19,29.3,29.3,307000,Fwd,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Steele Sidebottom,35,86,86,905000,Mid,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Steely Green,22,36.3,36.3,381000,Fwd,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Stephen Coniglio,32,59.4,59.4,783000,Mid,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Steven May,34,72.1,72.1,757000,Def,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Sullivan Robey,18,0,0,318000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Tai Hayes,21,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Taj Hotton,19,50.9,50.9,485000,Fwd,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Talor Byrne,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Tanner Bruhn,23,0,0,517000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Taylor Adams,32,35.8,35.8,581000,Fwd,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Taylor Goad,20,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Taylor Walker,35,61.5,61.5,645000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Tew Jiath,20,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Thomas Edwards,25,40,40,319000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Thomas Matthews,18,0,0,234000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Thomas Sims,19,37.5,37.5,393000,Fwd,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Tim English,28,110.8,110.8,1162000,Ruck,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Tim Kelly,31,63.3,63.3,664000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Tim Membrey,31,51.8,51.8,543000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Tim Taranto,28,93.9,93.9,985000,Mid,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Tobie Travaglia,19,45.6,45.6,479000,Def,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Toby Bedford,25,56.2,56.2,589000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Toby Conway,22,0,0,552000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Toby Greene,32,81,81,850000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Toby McMullin,21,42,42,443000,Mid,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Toby Murray,22,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Toby Nankervis,31,91.1,91.1,956000,Ruck,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Toby Pink,27,47.1,47.1,496000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Toby Whan,18,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Tobyn Murray,20,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Todd Marshall,27,0,0,394000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Tom Anastasopoulos,20,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Tom Atkins,30,87.8,87.8,921000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
784,Tom Barrass,30,41.1,41.1,432000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Tom Brown,22,57.1,57.1,599000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Tom Campbell,34,0,0,297000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Tom Cochrane,20,32,32,265000,Fwd,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Tom Cole,28,66.4,66.4,697000,Def,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Tom De Koning,26,84.7,84.7,889000,Ruck,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
